Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,counterbalance-gj4p,branch-67ii,branch-b6g2,branch-ahcf,Manipulation: Spreadsheet,Current Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Context,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Spreadsheet: word,Spreadsheet: stim,Spreadsheet: step,Spreadsheet: list,Spreadsheet: left,Spreadsheet: right,Spreadsheet: progress,Spreadsheet: randomized_trial,Spreadsheet: type,Spreadsheet: condition,Store: target,Manipulation: correctAnswerCount,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Reaction Onset,Response Type,Attempt,Dishonest,X Coordinate,Y Coordinate,Timed Out,randomise_blocks,randomise_trials,ANSWER,stimuli,ShowProgressBar
1720,1773237130741,11/03/2026 13:52:10,1773237130741,-5,11/03/2026 08:52:10,255858,16,task-pkec,,53641867,69829bc1224b28f0538900d5,15404649,,complete,,69b16ed03097627b802e9442,computer,Desktop or Laptop,Windows 10,Chrome 145.0.0.0,2560x1440,1209x793,,,0,Phonetic categorization,32,spreadsheet1_dt_t left,pass,,,$${overridespreadsheet},spreadsheet1_dt_t left,281,phonetic categorization,soundplay,x8jhtp,2,info,audio started,,2.100000000791624,0,2.100000000791624,2.100000000791624,0,2.100000000791624,0,0,0,,Audio Clip,Audio,1,object-207,phonetic categorization,dip,dip_+25.wav,,1,t,d,288,4,,,,,,,,,,,,,,,,,,,,,,,
1721,1773237131150,11/03/2026 13:52:11,1773237131150,-5,11/03/2026 08:52:11,255858,16,task-pkec,,53641867,69829bc1224b28f0538900d5,15404649,,complete,,69b16ed03097627b802e9442,computer,Desktop or Laptop,Windows 10,Chrome 145.0.0.0,2560x1440,1209x793,,,0,Phonetic categorization,32,spreadsheet1_dt_t left,pass,,,$${overridespreadsheet},spreadsheet1_dt_t left,281,phonetic categorization,soundplay,x8jhtp,2,info,audio finished,,411.6000000007916,400.60000000009313,411.6000000007916,411.6000000007916,400.60000000009313,411.6000000007916,0,0,0,,Audio Clip,Audio,1,object-207,phonetic categorization,dip,dip_+25.wav,,1,t,d,288,4,,,,,,,,,,,,,,,,,,,,,,,
1722,1773237131150,11/03/2026 13:52:11,1773237131150,-5,11/03/2026 08:52:11,255858,16,task-pkec,,53641867,69829bc1224b28f0538900d5,15404649,,complete,,69b16ed03097627b802e9442,computer,Desktop or Laptop,Windows 10,Chrome 145.0.0.0,2560x1440,1209x793,,,0,Phonetic categorization,32,spreadsheet1_dt_t left,pass,,,$${overridespreadsheet},spreadsheet1_dt_t left,281,phonetic categorization,soundplay,x8jhtp,2,continue,,,411.8999999978114,400.60000000009313,411.8999999978114,411.8999999978114,400.60000000009313,411.8999999978114,1,0,0,,Audio Clip,Audio,1,object-207,phonetic categorization,dip,dip_+25.wav,,1,t,d,288,4,,,,,,,,,,,,,,,,,,,,,,,
1723,1773237132477,11/03/2026 13:52:12,1773237132477,-5,11/03/2026 08:52:12,255858,16,task-pkec,,53641867,69829bc1224b28f0538900d5,15404649,,complete,,69b16ed03097627b802e9442,computer,Desktop or Laptop,Windows 10,Chrome 145.0.0.0,2560x1440,1209x793,,,0,Phonetic categorization,32,spreadsheet1_dt_t left,pass,,,$${overridespreadsheet},spreadsheet1_dt_t left,281,phonetic categorization,2AFC,6i7z8o,3,response,t,,1337.8999999992084,1334.5,1337.8999999992084,1337.8999999992084,1334.5,1337.8999999992084,0,0,0,,Keyboard Response,Keyboard Response,2,object-119,phonetic categorization,dip,dip_+25.wav,,1,t,d,288,4,,,,,,,,,,,,,,,,,,,,,,,
1724,1773237133676,11/03/2026 13:52:13,1773237133676,-5,11/03/2026 08:52:13,255858,16,task-pkec,,53641867,69829bc1224b28f0538900d5,15404649,,complete,,69b16ed03097627b802e9442,computer,Desktop or Laptop,Windows 10,Chrome 145.0.0.0,2560x1440,1209x793,,,0,Phonetic categorization,32,spreadsheet1_dt_t left,pass,,,$${overridespreadsheet},spreadsheet1_dt_t left,281,phonetic categorization,1.2 second pause,dp6plq,4,timedOut,,,1202.0000000006985,1201.5,1202.0000000006985,1202.0000000006985,1201.5,1202.0000000006985,1,0,0,,Time Limit,screen,0,screen,phonetic categorization,dip,dip_+25.wav,,1,t,d,288,4,,,,,,,,,,,,,,,,,,,,,,,
1725,1773237134175,11/03/2026 13:52:14,1773237134175,-5,11/03/2026 08:52:14,255858,16,task-pkec,,53641867,69829bc1224b28f0538900d5,15404649,,complete,,69b16ed03097627b802e9442,computer,Desktop or Laptop,Windows 10,Chrome 145.0.0.0,2560x1440,1209x793,,,0,Phonetic categorization,32,spreadsheet1_dt_t left,pass,,,$${overridespreadsheet},spreadsheet1_dt_t left,282,phonetic categorization,fixation,99n54d,1,timedOut,,,500.19999999995343,499.89999999990687,500.19999999995343,500.19999999995343,499.89999999990687,500.19999999995343,1,0,0,,Time Limit,screen,0,screen,phonetic categorization,din,din_+45.wav,,1,t,d,288,4,,,,,,,,,,,,,,,,,,,,,,,
1726,1773237134177,11/03/2026 13:52:14,1773237134177,-5,11/03/2026 08:52:14,255858,16,task-pkec,,53641867,69829bc1224b28f0538900d5,15404649,,complete,,69b16ed03097627b802e9442,computer,Desktop or Laptop,Windows 10,Chrome 145.0.0.0,2560x1440,1209x793,,,0,Phonetic categorization,32,spreadsheet1_dt_t left,pass,,,$${overridespreadsheet},spreadsheet1_dt_t left,282,phonetic categorization,soundplay,x8jhtp,2,info,audio started,,2.399999997811392,0,2.399999997811392,2.399999997811392,0,2.399999997811392,0,0,0,,Audio Clip,Audio,1,object-207,phonetic categorization,din,din_+45.wav,,1,t,d,288,4,,,,,,,,,,,,,,,,,,,,,,,
1727,1773237134531,11/03/2026 13:52:14,1773237134531,-5,11/03/2026 08:52:14,255858,16,task-pkec,,53641867,69829bc1224b28f0538900d5,15404649,,complete,,69b16ed03097627b802e9442,computer,Desktop or Laptop,Windows 10,Chrome 145.0.0.0,2560x1440,1209x793,,,0,Phonetic categorization,32,spreadsheet1_dt_t left,pass,,,$${overridespreadsheet},spreadsheet1_dt_t left,282,phonetic categorization,soundplay,x8jhtp,2,info,audio finished,,355.8999999978114,350.30000000004657,355.8999999978114,355.8999999978114,350.30000000004657,355.8999999978114,0,0,0,,Audio Clip,Audio,1,object-207,phonetic categorization,din,din_+45.wav,,1,t,d,288,4,,,,,,,,,,,,,,,,,,,,,,,
1728,1773237134531,11/03/2026 13:52:14,1773237134531,-5,11/03/2026 08:52:14,255858,16,task-pkec,,53641867,69829bc1224b28f0538900d5,15404649,,complete,,69b16ed03097627b802e9442,computer,Desktop or Laptop,Windows 10,Chrome 145.0.0.0,2560x1440,1209x793,,,0,Phonetic categorization,32,spreadsheet1_dt_t left,pass,,,$${overridespreadsheet},spreadsheet1_dt_t left,282,phonetic categorization,soundplay,x8jhtp,2,continue,,,356.1000000007916,350.30000000004657,356.1000000007916,356.1000000007916,350.30000000004657,356.1000000007916,1,0,0,,Audio Clip,Audio,1,object-207,phonetic categorization,din,din_+45.wav,,1,t,d,288,4,,,,,,,,,,,,,,,,,,,,,,,
1729,1773237136157,11/03/2026 13:52:16,1773237136157,-5,11/03/2026 08:52:16,255858,16,task-pkec,,53641867,69829bc1224b28f0538900d5,15404649,,complete,,69b16ed03097627b802e9442,computer,Desktop or Laptop,Windows 10,Chrome 145.0.0.0,2560x1440,1209x793,,,0,Phonetic categorization,32,spreadsheet1_dt_t left,pass,,,$${overridespreadsheet},spreadsheet1_dt_t left,282,phonetic categorization,2AFC,6i7z8o,3,response,t,,1632,1617.8999999999069,1632,1632,1617.8999999999069,1632,0,0,0,,Keyboard Response,Keyboard Response,2,object-119,phonetic categorization,din,din_+45.wav,,1,t,d,288,4,,,,,,,,,,,,,,,,,,,,,,,
1730,1773237137345,11/03/2026 13:52:17,1773237137345,-5,11/03/2026 08:52:17,255858,16,task-pkec,,53641867,69829bc1224b28f0538900d5,15404649,,complete,,69b16ed03097627b802e9442,computer,Desktop or Laptop,Windows 10,Chrome 145.0.0.0,2560x1440,1209x793,,,0,Phonetic categorization,32,spreadsheet1_dt_t left,pass,,,$${overridespreadsheet},spreadsheet1_dt_t left,282,phonetic categorization,1.2 second pause,dp6plq,4,timedOut,,,1201.9000000008382,1201.4000000001397,1201.9000000008382,1201.9000000008382,1201.4000000001397,1201.9000000008382,1,0,0,,Time Limit,screen,0,screen,phonetic categorization,din,din_+45.wav,,1,t,d,288,4,,,,,,,,,,,,,,,,,,,,,,,
1731,1773237137845,11/03/2026 13:52:17,1773237137845,-5,11/03/2026 08:52:17,255858,16,task-pkec,,53641867,69829bc1224b28f0538900d5,15404649,,complete,,69b16ed03097627b802e9442,computer,Desktop or Laptop,Windows 10,Chrome 145.0.0.0,2560x1440,1209x793,,,0,Phonetic categorization,32,spreadsheet1_dt_t left,pass,,,$${overridespreadsheet},spreadsheet1_dt_t left,283,phonetic categorization,fixation,99n54d,1,timedOut,,,500.5999999984633,500,500.5999999984633,500.5999999984633,500,500.5999999984633,1,0,0,,Time Limit,screen,0,screen,phonetic categorization,dip,dip_+30.wav,,1,t,d,288,4,,,,,,,,,,,,,,,,,,,,,,,
1732,1773237137847,11/03/2026 13:52:17,1773237137847,-5,11/03/2026 08:52:17,255858,16,task-pkec,,53641867,69829bc1224b28f0538900d5,15404649,,complete,,69b16ed03097627b802e9442,computer,Desktop or Laptop,Windows 10,Chrome 145.0.0.0,2560x1440,1209x793,,,0,Phonetic categorization,32,spreadsheet1_dt_t left,pass,,,$${overridespreadsheet},spreadsheet1_dt_t left,283,phonetic categorization,soundplay,x8jhtp,2,info,audio started,,2.699999999953434,0,2.699999999953434,2.699999999953434,0,2.699999999953434,0,0,0,,Audio Clip,Audio,1,object-207,phonetic categorization,dip,dip_+30.wav,,1,t,d,288,4,,,,,,,,,,,,,,,,,,,,,,,
1733,1773237138262,11/03/2026 13:52:18,1773237138262,-5,11/03/2026 08:52:18,255858,16,task-pkec,,53641867,69829bc1224b28f0538900d5,15404649,,complete,,69b16ed03097627b802e9442,computer,Desktop or Laptop,Windows 10,Chrome 145.0.0.0,2560x1440,1209x793,,,0,Phonetic categorization,32,spreadsheet1_dt_t left,pass,,,$${overridespreadsheet},spreadsheet1_dt_t left,283,phonetic categorization,soundplay,x8jhtp,2,info,audio finished,,417.69999999995343,416.89999999990687,417.69999999995343,417.69999999995343,416.89999999990687,417.69999999995343,0,0,0,,Audio Clip,Audio,1,object-207,phonetic categorization,dip,dip_+30.wav,,1,t,d,288,4,,,,,,,,,,,,,,,,,,,,,,,
1734,1773237138263,11/03/2026 13:52:18,1773237138263,-5,11/03/2026 08:52:18,255858,16,task-pkec,,53641867,69829bc1224b28f0538900d5,15404649,,complete,,69b16ed03097627b802e9442,computer,Desktop or Laptop,Windows 10,Chrome 145.0.0.0,2560x1440,1209x793,,,0,Phonetic categorization,32,spreadsheet1_dt_t left,pass,,,$${overridespreadsheet},spreadsheet1_dt_t left,283,phonetic categorization,soundplay,x8jhtp,2,continue,,,418.3999999992084,416.89999999990687,418.3999999992084,418.3999999992084,416.89999999990687,418.3999999992084,1,0,0,,Audio Clip,Audio,1,object-207,phonetic categorization,dip,dip_+30.wav,,1,t,d,288,4,,,,,,,,,,,,,,,,,,,,,,,
1735,1773237139239,11/03/2026 13:52:19,1773237139239,-5,11/03/2026 08:52:19,255858,16,task-pkec,,53641867,69829bc1224b28f0538900d5,15404649,,complete,,69b16ed03097627b802e9442,computer,Desktop or Laptop,Windows 10,Chrome 145.0.0.0,2560x1440,1209x793,,,0,Phonetic categorization,32,spreadsheet1_dt_t left,pass,,,$${overridespreadsheet},spreadsheet1_dt_t left,283,phonetic categorization,2AFC,6i7z8o,3,response,d,,976.8000000000466,967.6999999999534,976.8000000000466,976.8000000000466,967.6999999999534,976.8000000000466,0,0,0,,Keyboard Response,Keyboard Response,2,object-119,phonetic categorization,dip,dip_+30.wav,,1,t,d,288,4,,,,,,,,,,,,,,,,,,,,,,,
1736,1773237140431,11/03/2026 13:52:20,1773237140431,-5,11/03/2026 08:52:20,255858,16,task-pkec,,53641867,69829bc1224b28f0538900d5,15404649,,complete,,69b16ed03097627b802e9442,computer,Desktop or Laptop,Windows 10,Chrome 145.0.0.0,2560x1440,1209x793,,,0,Phonetic categorization,32,spreadsheet1_dt_t left,pass,,,$${overridespreadsheet},spreadsheet1_dt_t left,283,phonetic categorization,1.2 second pause,dp6plq,4,timedOut,,,1201.4000000008382,1201,1201.4000000008382,1201.4000000008382,1201,1201.4000000008382,1,0,0,,Time Limit,screen,0,screen,phonetic categorization,dip,dip_+30.wav,,1,t,d,288,4,,,,,,,,,,,,,,,,,,,,,,,
1737,1773237140931,11/03/2026 13:52:20,1773237140931,-5,11/03/2026 08:52:20,255858,16,task-pkec,,53641867,69829bc1224b28f0538900d5,15404649,,complete,,69b16ed03097627b802e9442,computer,Desktop or Laptop,Windows 10,Chrome 145.0.0.0,2560x1440,1209x793,,,0,Phonetic categorization,32,spreadsheet1_dt_t left,pass,,,$${overridespreadsheet},spreadsheet1_dt_t left,284,phonetic categorization,fixation,99n54d,1,timedOut,,,500.69999999785796,500.30000000004657,500.69999999785796,500.69999999785796,500.30000000004657,500.69999999785796,1,0,0,,Time Limit,screen,0,screen,phonetic categorization,dil,dill_+60.wav,,1,t,d,288,4,,,,,,,,,,,,,,,,,,,,,,,
1738,1773237140932,11/03/2026 13:52:20,1773237140932,-5,11/03/2026 08:52:20,255858,16,task-pkec,,53641867,69829bc1224b28f0538900d5,15404649,,complete,,69b16ed03097627b802e9442,computer,Desktop or Laptop,Windows 10,Chrome 145.0.0.0,2560x1440,1209x793,,,0,Phonetic categorization,32,spreadsheet1_dt_t left,pass,,,$${overridespreadsheet},spreadsheet1_dt_t left,284,phonetic categorization,soundplay,x8jhtp,2,info,audio started,,1.6000000007916242,0,1.6000000007916242,1.6000000007916242,0,1.6000000007916242,0,0,0,,Audio Clip,Audio,1,object-207,phonetic categorization,dil,dill_+60.wav,,1,t,d,288,4,,,,,,,,,,,,,,,,,,,,,,,
1739,1773237141309,11/03/2026 13:52:21,1773237141309,-5,11/03/2026 08:52:21,255858,16,task-pkec,,53641867,69829bc1224b28f0538900d5,15404649,,complete,,69b16ed03097627b802e9442,computer,Desktop or Laptop,Windows 10,Chrome 145.0.0.0,2560x1440,1209x793,,,0,Phonetic categorization,32,spreadsheet1_dt_t left,pass,,,$${overridespreadsheet},spreadsheet1_dt_t left,284,phonetic categorization,soundplay,x8jhtp,2,info,audio finished,,378.80000000004657,367,378.80000000004657,378.80000000004657,367,378.80000000004657,0,0,0,,Audio Clip,Audio,1,object-207,phonetic categorization,dil,dill_+60.wav,,1,t,d,288,4,,,,,,,,,,,,,,,,,,,,,,,
1740,1773237141309,11/03/2026 13:52:21,1773237141309,-5,11/03/2026 08:52:21,255858,16,task-pkec,,53641867,69829bc1224b28f0538900d5,15404649,,complete,,69b16ed03097627b802e9442,computer,Desktop or Laptop,Windows 10,Chrome 145.0.0.0,2560x1440,1209x793,,,0,Phonetic categorization,32,spreadsheet1_dt_t left,pass,,,$${overridespreadsheet},spreadsheet1_dt_t left,284,phonetic categorization,soundplay,x8jhtp,2,continue,,,379.1000000007916,367,379.1000000007916,379.1000000007916,367,379.1000000007916,1,0,0,,Audio Clip,Audio,1,object-207,phonetic categorization,dil,dill_+60.wav,,1,t,d,288,4,,,,,,,,,,,,,,,,,,,,,,,
1741,1773237142118,11/03/2026 13:52:22,1773237142118,-5,11/03/2026 08:52:22,255858,16,task-pkec,,53641867,69829bc1224b28f0538900d5,15404649,,complete,,69b16ed03097627b802e9442,computer,Desktop or Laptop,Windows 10,Chrome 145.0.0.0,2560x1440,1209x793,,,0,Phonetic categorization,32,spreadsheet1_dt_t left,pass,,,$${overridespreadsheet},spreadsheet1_dt_t left,284,phonetic categorization,2AFC,6i7z8o,3,response,t,,819.8999999978114,817.6000000000931,819.8999999978114,819.8999999978114,817.6000000000931,819.8999999978114,0,0,0,,Keyboard Response,Keyboard Response,2,object-119,phonetic categorization,dil,dill_+60.wav,,1,t,d,288,4,,,,,,,,,,,,,,,,,,,,,,,
1742,1773237143317,11/03/2026 13:52:23,1773237143317,-5,11/03/2026 08:52:23,255858,16,task-pkec,,53641867,69829bc1224b28f0538900d5,15404649,,complete,,69b16ed03097627b802e9442,computer,Desktop or Laptop,Windows 10,Chrome 145.0.0.0,2560x1440,1209x793,,,0,Phonetic categorization,32,spreadsheet1_dt_t left,pass,,,$${overridespreadsheet},spreadsheet1_dt_t left,284,phonetic categorization,1.2 second pause,dp6plq,4,timedOut,,,1201.6999999999534,1201,1201.6999999999534,1201.6999999999534,1201,1201.6999999999534,1,0,0,,Time Limit,screen,0,screen,phonetic categorization,dil,dill_+60.wav,,1,t,d,288,4,,,,,,,,,,,,,,,,,,,,,,,
1743,1773237143817,11/03/2026 13:52:23,1773237143817,-5,11/03/2026 08:52:23,255858,16,task-pkec,,53641867,69829bc1224b28f0538900d5,15404649,,complete,,69b16ed03097627b802e9442,computer,Desktop or Laptop,Windows 10,Chrome 145.0.0.0,2560x1440,1209x793,,,0,Phonetic categorization,32,spreadsheet1_dt_t left,pass,,,$${overridespreadsheet},spreadsheet1_dt_t left,285,phonetic categorization,fixation,99n54d,1,timedOut,,,500.8999999992084,500.5,500.8999999992084,500.8999999992084,500.5,500.8999999992084,1,0,0,,Time Limit,screen,0,screen,phonetic categorization,dil,dill_+120.wav,,1,t,d,288,4,,,,,,,,,,,,,,,,,,,,,,,
1744,1773237143819,11/03/2026 13:52:23,1773237143819,-5,11/03/2026 08:52:23,255858,16,task-pkec,,53641867,69829bc1224b28f0538900d5,15404649,,complete,,69b16ed03097627b802e9442,computer,Desktop or Laptop,Windows 10,Chrome 145.0.0.0,2560x1440,1209x793,,,0,Phonetic categorization,32,spreadsheet1_dt_t left,pass,,,$${overridespreadsheet},spreadsheet1_dt_t left,285,phonetic categorization,soundplay,x8jhtp,2,info,audio started,,2.399999999208376,0,2.399999999208376,2.399999999208376,0,2.399999999208376,0,0,0,,Audio Clip,Audio,1,object-207,phonetic categorization,dil,dill_+120.wav,,1,t,d,288,4,,,,,,,,,,,,,,,,,,,,,,,
1745,1773237144236,11/03/2026 13:52:24,1773237144236,-5,11/03/2026 08:52:24,255858,16,task-pkec,,53641867,69829bc1224b28f0538900d5,15404649,,complete,,69b16ed03097627b802e9442,computer,Desktop or Laptop,Windows 10,Chrome 145.0.0.0,2560x1440,1209x793,,,0,Phonetic categorization,32,spreadsheet1_dt_t left,pass,,,$${overridespreadsheet},spreadsheet1_dt_t left,285,phonetic categorization,soundplay,x8jhtp,2,info,audio finished,,419.0000000006985,417.0999999998603,419.0000000006985,419.0000000006985,417.0999999998603,419.0000000006985,0,0,0,,Audio Clip,Audio,1,object-207,phonetic categorization,dil,dill_+120.wav,,1,t,d,288,4,,,,,,,,,,,,,,,,,,,,,,,
1746,1773237144236,11/03/2026 13:52:24,1773237144236,-5,11/03/2026 08:52:24,255858,16,task-pkec,,53641867,69829bc1224b28f0538900d5,15404649,,complete,,69b16ed03097627b802e9442,computer,Desktop or Laptop,Windows 10,Chrome 145.0.0.0,2560x1440,1209x793,,,0,Phonetic categorization,32,spreadsheet1_dt_t left,pass,,,$${overridespreadsheet},spreadsheet1_dt_t left,285,phonetic categorization,soundplay,x8jhtp,2,continue,,,419.3999999992084,417.0999999998603,419.3999999992084,419.3999999992084,417.0999999998603,419.3999999992084,1,0,0,,Audio Clip,Audio,1,object-207,phonetic categorization,dil,dill_+120.wav,,1,t,d,288,4,,,,,,,,,,,,,,,,,,,,,,,
1747,1773237144989,11/03/2026 13:52:24,1773237144989,-5,11/03/2026 08:52:24,255858,16,task-pkec,,53641867,69829bc1224b28f0538900d5,15404649,,complete,,69b16ed03097627b802e9442,computer,Desktop or Laptop,Windows 10,Chrome 145.0.0.0,2560x1440,1209x793,,,0,Phonetic categorization,32,spreadsheet1_dt_t left,pass,,,$${overridespreadsheet},spreadsheet1_dt_t left,285,phonetic categorization,2AFC,6i7z8o,3,response,t,,755.6000000000931,750.3000000000466,755.6000000000931,755.6000000000931,750.3000000000466,755.6000000000931,0,0,0,,Keyboard Response,Keyboard Response,2,object-119,phonetic categorization,dil,dill_+120.wav,,1,t,d,288,4,,,,,,,,,,,,,,,,,,,,,,,
1748,1773237146186,11/03/2026 13:52:26,1773237146186,-5,11/03/2026 08:52:26,255858,16,task-pkec,,53641867,69829bc1224b28f0538900d5,15404649,,complete,,69b16ed03097627b802e9442,computer,Desktop or Laptop,Windows 10,Chrome 145.0.0.0,2560x1440,1209x793,,,0,Phonetic categorization,32,spreadsheet1_dt_t left,pass,,,$${overridespreadsheet},spreadsheet1_dt_t left,285,phonetic categorization,1.2 second pause,dp6plq,4,timedOut,,,1201.6999999985565,1201.1000000000931,1201.6999999985565,1201.6999999985565,1201.1000000000931,1201.6999999985565,1,0,0,,Time Limit,screen,0,screen,phonetic categorization,dil,dill_+120.wav,,1,t,d,288,4,,,,,,,,,,,,,,,,,,,,,,,
1749,1773237146686,11/03/2026 13:52:26,1773237146686,-5,11/03/2026 08:52:26,255858,16,task-pkec,,53641867,69829bc1224b28f0538900d5,15404649,,complete,,69b16ed03097627b802e9442,computer,Desktop or Laptop,Windows 10,Chrome 145.0.0.0,2560x1440,1209x793,,,0,Phonetic categorization,32,spreadsheet1_dt_t left,pass,,,$${overridespreadsheet},spreadsheet1_dt_t left,286,phonetic categorization,fixation,99n54d,1,timedOut,,,501.0999999984633,500.69999999995343,501.0999999984633,501.0999999984633,500.69999999995343,501.0999999984633,1,0,0,,Time Limit,screen,0,screen,phonetic categorization,din,din_+50.wav,,1,t,d,288,4,,,,,,,,,,,,,,,,,,,,,,,
1750,1773237146688,11/03/2026 13:52:26,1773237146688,-5,11/03/2026 08:52:26,255858,16,task-pkec,,53641867,69829bc1224b28f0538900d5,15404649,,complete,,69b16ed03097627b802e9442,computer,Desktop or Laptop,Windows 10,Chrome 145.0.0.0,2560x1440,1209x793,,,0,Phonetic categorization,32,spreadsheet1_dt_t left,pass,,,$${overridespreadsheet},spreadsheet1_dt_t left,286,phonetic categorization,soundplay,x8jhtp,2,info,audio started,,2,0,2,2,0,2,0,0,0,,Audio Clip,Audio,1,object-207,phonetic categorization,din,din_+50.wav,,1,t,d,288,4,,,,,,,,,,,,,,,,,,,,,,,
1751,1773237147046,11/03/2026 13:52:27,1773237147046,-5,11/03/2026 08:52:27,255858,16,task-pkec,,53641867,69829bc1224b28f0538900d5,15404649,,complete,,69b16ed03097627b802e9442,computer,Desktop or Laptop,Windows 10,Chrome 145.0.0.0,2560x1440,1209x793,,,0,Phonetic categorization,32,spreadsheet1_dt_t left,pass,,,$${overridespreadsheet},spreadsheet1_dt_t left,286,phonetic categorization,soundplay,x8jhtp,2,info,audio finished,,359.8999999985099,350,359.8999999985099,359.8999999985099,350,359.8999999985099,0,0,0,,Audio Clip,Audio,1,object-207,phonetic categorization,din,din_+50.wav,,1,t,d,288,4,,,,,,,,,,,,,,,,,,,,,,,
1752,1773237147046,11/03/2026 13:52:27,1773237147046,-5,11/03/2026 08:52:27,255858,16,task-pkec,,53641867,69829bc1224b28f0538900d5,15404649,,complete,,69b16ed03097627b802e9442,computer,Desktop or Laptop,Windows 10,Chrome 145.0.0.0,2560x1440,1209x793,,,0,Phonetic categorization,32,spreadsheet1_dt_t left,pass,,,$${overridespreadsheet},spreadsheet1_dt_t left,286,phonetic categorization,soundplay,x8jhtp,2,continue,,,360.5,350,360.5,360.5,350,360.5,1,0,0,,Audio Clip,Audio,1,object-207,phonetic categorization,din,din_+50.wav,,1,t,d,288,4,,,,,,,,,,,,,,,,,,,,,,,
1753,1773237147718,11/03/2026 13:52:27,1773237147718,-5,11/03/2026 08:52:27,255858,16,task-pkec,,53641867,69829bc1224b28f0538900d5,15404649,,complete,,69b16ed03097627b802e9442,computer,Desktop or Laptop,Windows 10,Chrome 145.0.0.0,2560x1440,1209x793,,,0,Phonetic categorization,32,spreadsheet1_dt_t left,pass,,,$${overridespreadsheet},spreadsheet1_dt_t left,286,phonetic categorization,2AFC,6i7z8o,3,response,t,,682.0999999977648,667.5,682.0999999977648,682.0999999977648,667.5,682.0999999977648,0,0,0,,Keyboard Response,Keyboard Response,2,object-119,phonetic categorization,din,din_+50.wav,,1,t,d,288,4,,,,,,,,,,,,,,,,,,,,,,,
1754,1773237148905,11/03/2026 13:52:28,1773237148905,-5,11/03/2026 08:52:28,255858,16,task-pkec,,53641867,69829bc1224b28f0538900d5,15404649,,complete,,69b16ed03097627b802e9442,computer,Desktop or Laptop,Windows 10,Chrome 145.0.0.0,2560x1440,1209x793,,,0,Phonetic categorization,32,spreadsheet1_dt_t left,pass,,,$${overridespreadsheet},spreadsheet1_dt_t left,286,phonetic categorization,1.2 second pause,dp6plq,4,timedOut,,,1202.0999999977648,1201.3000000000466,1202.0999999977648,1202.0999999977648,1201.3000000000466,1202.0999999977648,1,0,0,,Time Limit,screen,0,screen,phonetic categorization,din,din_+50.wav,,1,t,d,288,4,,,,,,,,,,,,,,,,,,,,,,,
1755,1773237149405,11/03/2026 13:52:29,1773237149405,-5,11/03/2026 08:52:29,255858,16,task-pkec,,53641867,69829bc1224b28f0538900d5,15404649,,complete,,69b16ed03097627b802e9442,computer,Desktop or Laptop,Windows 10,Chrome 145.0.0.0,2560x1440,1209x793,,,0,Phonetic categorization,32,spreadsheet1_dt_t left,pass,,,$${overridespreadsheet},spreadsheet1_dt_t left,287,phonetic categorization,fixation,99n54d,1,timedOut,,,500.69999999995343,500.0999999998603,500.69999999995343,500.69999999995343,500.0999999998603,500.69999999995343,1,0,0,,Time Limit,screen,0,screen,phonetic categorization,dip,dip_+60.wav,,1,t,d,288,4,,,,,,,,,,,,,,,,,,,,,,,
1756,1773237149413,11/03/2026 13:52:29,1773237149413,-5,11/03/2026 08:52:29,255858,16,task-pkec,,53641867,69829bc1224b28f0538900d5,15404649,,complete,,69b16ed03097627b802e9442,computer,Desktop or Laptop,Windows 10,Chrome 145.0.0.0,2560x1440,1209x793,,,0,Phonetic categorization,32,spreadsheet1_dt_t left,pass,,,$${overridespreadsheet},spreadsheet1_dt_t left,287,phonetic categorization,soundplay,x8jhtp,2,info,audio started,,8.100000000093132,0,8.100000000093132,8.100000000093132,0,8.100000000093132,0,0,0,,Audio Clip,Audio,1,object-207,phonetic categorization,dip,dip_+60.wav,,1,t,d,288,4,,,,,,,,,,,,,,,,,,,,,,,
1757,1773237149847,11/03/2026 13:52:29,1773237149847,-5,11/03/2026 08:52:29,255858,16,task-pkec,,53641867,69829bc1224b28f0538900d5,15404649,,complete,,69b16ed03097627b802e9442,computer,Desktop or Laptop,Windows 10,Chrome 145.0.0.0,2560x1440,1209x793,,,0,Phonetic categorization,32,spreadsheet1_dt_t left,pass,,,$${overridespreadsheet},spreadsheet1_dt_t left,287,phonetic categorization,soundplay,x8jhtp,2,info,audio finished,,441.7999999993481,433.5,441.7999999993481,441.7999999993481,433.5,441.7999999993481,0,0,0,,Audio Clip,Audio,1,object-207,phonetic categorization,dip,dip_+60.wav,,1,t,d,288,4,,,,,,,,,,,,,,,,,,,,,,,
