Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,counterbalance-gj4p,branch-67ii,Manipulation: Spreadsheet,Current Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Context,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Spreadsheet: word,Spreadsheet: stim,Spreadsheet: step,Spreadsheet: list,Spreadsheet: left,Spreadsheet: right,Spreadsheet: progress,Spreadsheet: randomized_trial,Spreadsheet: type,Spreadsheet: condition,Spreadsheet: VOT,Spreadsheet: center,Spreadsheet: block,Spreadsheet: label,Spreadsheet: session,Spreadsheet: stage,Spreadsheet: progress_bar,Spreadsheet: word_display,Spreadsheet: trial_type,Spreadsheet: list_LSQ_variant,Spreadsheet: blockID,Spreadsheet: mean,Spreadsheet: sd,Spreadsheet: option_setup,Spreadsheet: token_category,Store: target
880,1784153273916,15/07/2026 22:07:53,1784153273916,-7,15/07/2026 15:07:53,269901,13,task-pkec,repeat-7r7d#1,57237405,,16361732,,complete,,,computer,Desktop or Laptop,Mac OS 10.15,Firefox 150.0,1470x956,1470x810,,,0,Phonetic categorization,25,full_List_10,pass,$${overridespreadsheet},full_List_10,120,phonetic categorization,show option,yef3xk,2,response,,,499.70000000001164,499.70000000001164,499.70000000001164,499.70000000001164,499.70000000001164,499.70000000001164,1,0,0,,Time Limit,screen,0,screen,phonetic categorization,share,share.wav,,,rare,share,,,,expo-10ms,,,4,,,,234,,catch,A,A,,,d-right,,
881,1784153273923,15/07/2026 22:07:53,1784153273923,-7,15/07/2026 15:07:53,269901,13,task-pkec,repeat-7r7d#1,57237405,,16361732,,complete,,,computer,Desktop or Laptop,Mac OS 10.15,Firefox 150.0,1470x956,1470x810,,,0,Phonetic categorization,25,full_List_10,pass,$${overridespreadsheet},full_List_10,120,phonetic categorization,soundplay,x8jhtp,3,info,audio started,,7.7999999999883585,0,7.7999999999883585,7.7999999999883585,0,7.7999999999883585,0,0,0,,Audio Clip,Audio,1,object-207,phonetic categorization,share,share.wav,,,rare,share,,,,expo-10ms,,,4,,,,234,,catch,A,A,,,d-right,,
882,1784153274475,15/07/2026 22:07:54,1784153274475,-7,15/07/2026 15:07:54,269901,13,task-pkec,repeat-7r7d#1,57237405,,16361732,,complete,,,computer,Desktop or Laptop,Mac OS 10.15,Firefox 150.0,1470x956,1470x810,,,0,Phonetic categorization,25,full_List_10,pass,$${overridespreadsheet},full_List_10,120,phonetic categorization,soundplay,x8jhtp,3,info,audio finished,,559.7999999999884,550.2999999999884,559.7999999999884,559.7999999999884,550.2999999999884,559.7999999999884,0,0,0,,Audio Clip,Audio,1,object-207,phonetic categorization,share,share.wav,,,rare,share,,,,expo-10ms,,,4,,,,234,,catch,A,A,,,d-right,,
883,1784153274477,15/07/2026 22:07:54,1784153274477,-7,15/07/2026 15:07:54,269901,13,task-pkec,repeat-7r7d#1,57237405,,16361732,,complete,,,computer,Desktop or Laptop,Mac OS 10.15,Firefox 150.0,1470x956,1470x810,,,0,Phonetic categorization,25,full_List_10,pass,$${overridespreadsheet},full_List_10,120,phonetic categorization,soundplay,x8jhtp,3,continue,,,560.7999999999884,550.2999999999884,560.7999999999884,560.7999999999884,550.2999999999884,560.7999999999884,0,0,0,,Audio Clip,Audio,1,object-207,phonetic categorization,share,share.wav,,,rare,share,,,,expo-10ms,,,4,,,,234,,catch,A,A,,,d-right,,
884,1784153274541,15/07/2026 22:07:54,1784153274541,-7,15/07/2026 15:07:54,269901,13,task-pkec,repeat-7r7d#1,57237405,,16361732,,complete,,,computer,Desktop or Laptop,Mac OS 10.15,Firefox 150.0,1470x956,1470x810,,,0,Phonetic categorization,25,full_List_10,pass,$${overridespreadsheet},full_List_10,120,phonetic categorization,2AFC,6i7z8o,4,response,share,,74.5,66.65999999997439,74.5,74.5,66.65999999997439,74.5,1,0,0,,Keyboard Response,Keyboard Response,1,object-119,phonetic categorization,share,share.wav,,,rare,share,,,,expo-10ms,,,4,,,,234,,catch,A,A,,,d-right,,
885,1784153275737,15/07/2026 22:07:55,1784153275737,-7,15/07/2026 15:07:55,269901,13,task-pkec,repeat-7r7d#1,57237405,,16361732,,complete,,,computer,Desktop or Laptop,Mac OS 10.15,Firefox 150.0,1470x956,1470x810,,,0,Phonetic categorization,25,full_List_10,pass,$${overridespreadsheet},full_List_10,120,phonetic categorization,1.2 second pause,dp6plq,5,timedOut,,,1202.8400000000256,1200,1202.8400000000256,1202.8400000000256,1200,1202.8400000000256,1,0,0,,Time Limit,screen,0,screen,phonetic categorization,share,share.wav,,,rare,share,,,,expo-10ms,,,4,,,,234,,catch,A,A,,,d-right,,
886,1784153322966,15/07/2026 22:08:42,1784153322966,-7,15/07/2026 15:08:42,269901,13,task-pkec,repeat-7r7d#1,57237405,,16361732,,complete,,,computer,Desktop or Laptop,Mac OS 10.15,Firefox 150.0,1470x956,1470x810,,,0,Phonetic categorization,25,full_List_10,pass,$${overridespreadsheet},full_List_10,1,break2,Screen 1,rcwdgl,1,continue,,,47232.840000000026,47216.659999999974,47232.840000000026,47232.840000000026,47216.659999999974,47232.840000000026,1,0,0,,Click To Continue,Continue Button,3,object-292,break2,,,,,,,,,,,,,,,,,,,,,,,,,,
887,1784153323453,15/07/2026 22:08:43,1784153323453,-7,15/07/2026 15:08:43,269901,13,task-pkec,repeat-7r7d#1,57237405,,16361732,,complete,,,computer,Desktop or Laptop,Mac OS 10.15,Firefox 150.0,1470x956,1470x810,,,0,Phonetic categorization,25,full_List_10,pass,$${overridespreadsheet},full_List_10,121,phonetic categorization,fixation,99n54d,1,response,,,500,500,500,500,500,500,0,0,0,,Time Limit,screen,0,screen,phonetic categorization,dill,dill_5.wav,,,dill,din,,,,expo-10ms,5,,4,labeled,,,234,,exposure,A,A,5,8.94427190999916,d-right,d,
888,1784153323952,15/07/2026 22:08:43,1784153323952,-7,15/07/2026 15:08:43,269901,13,task-pkec,repeat-7r7d#1,57237405,,16361732,,complete,,,computer,Desktop or Laptop,Mac OS 10.15,Firefox 150.0,1470x956,1470x810,,,0,Phonetic categorization,25,full_List_10,pass,$${overridespreadsheet},full_List_10,121,phonetic categorization,show option,yef3xk,2,response,,,500,500,500,500,500,500,1,0,0,,Time Limit,screen,0,screen,phonetic categorization,dill,dill_5.wav,,,dill,din,,,,expo-10ms,5,,4,labeled,,,234,,exposure,A,A,5,8.94427190999916,d-right,d,
889,1784153323957,15/07/2026 22:08:43,1784153323957,-7,15/07/2026 15:08:43,269901,13,task-pkec,repeat-7r7d#1,57237405,,16361732,,complete,,,computer,Desktop or Laptop,Mac OS 10.15,Firefox 150.0,1470x956,1470x810,,,0,Phonetic categorization,25,full_List_10,pass,$${overridespreadsheet},full_List_10,121,phonetic categorization,soundplay,x8jhtp,3,info,audio started,,8.180000000051223,0,8.180000000051223,8.180000000051223,0,8.180000000051223,0,0,0,,Audio Clip,Audio,1,object-207,phonetic categorization,dill,dill_5.wav,,,dill,din,,,,expo-10ms,5,,4,labeled,,,234,,exposure,A,A,5,8.94427190999916,d-right,d,
890,1784153324823,15/07/2026 22:08:44,1784153324823,-7,15/07/2026 15:08:44,269901,13,task-pkec,repeat-7r7d#1,57237405,,16361732,,complete,,,computer,Desktop or Laptop,Mac OS 10.15,Firefox 150.0,1470x956,1470x810,,,0,Phonetic categorization,25,full_List_10,pass,$${overridespreadsheet},full_List_10,121,phonetic categorization,soundplay,x8jhtp,3,info,audio finished,,873.1800000000512,866.6800000000512,873.1800000000512,873.1800000000512,866.6800000000512,873.1800000000512,0,0,0,,Audio Clip,Audio,1,object-207,phonetic categorization,dill,dill_5.wav,,,dill,din,,,,expo-10ms,5,,4,labeled,,,234,,exposure,A,A,5,8.94427190999916,d-right,d,
891,1784153324823,15/07/2026 22:08:44,1784153324823,-7,15/07/2026 15:08:44,269901,13,task-pkec,repeat-7r7d#1,57237405,,16361732,,complete,,,computer,Desktop or Laptop,Mac OS 10.15,Firefox 150.0,1470x956,1470x810,,,0,Phonetic categorization,25,full_List_10,pass,$${overridespreadsheet},full_List_10,121,phonetic categorization,soundplay,x8jhtp,3,continue,,,874.1800000000512,866.6800000000512,874.1800000000512,874.1800000000512,866.6800000000512,874.1800000000512,0,0,0,,Audio Clip,Audio,1,object-207,phonetic categorization,dill,dill_5.wav,,,dill,din,,,,expo-10ms,5,,4,labeled,,,234,,exposure,A,A,5,8.94427190999916,d-right,d,
892,1784153325733,15/07/2026 22:08:45,1784153325733,-7,15/07/2026 15:08:45,269901,13,task-pkec,repeat-7r7d#1,57237405,,16361732,,complete,,,computer,Desktop or Laptop,Mac OS 10.15,Firefox 150.0,1470x956,1470x810,,,0,Phonetic categorization,25,full_List_10,pass,$${overridespreadsheet},full_List_10,121,phonetic categorization,2AFC,6i7z8o,4,response,dill,,915.5,900,915.5,915.5,900,915.5,1,0,0,,Keyboard Response,Keyboard Response,1,object-119,phonetic categorization,dill,dill_5.wav,,,dill,din,,,,expo-10ms,5,,4,labeled,,,234,,exposure,A,A,5,8.94427190999916,d-right,d,
893,1784153326917,15/07/2026 22:08:46,1784153326917,-7,15/07/2026 15:08:46,269901,13,task-pkec,repeat-7r7d#1,57237405,,16361732,,complete,,,computer,Desktop or Laptop,Mac OS 10.15,Firefox 150.0,1470x956,1470x810,,,0,Phonetic categorization,25,full_List_10,pass,$${overridespreadsheet},full_List_10,121,phonetic categorization,1.2 second pause,dp6plq,5,timedOut,,,1200.5,1200,1200.5,1200.5,1200,1200.5,1,0,0,,Time Limit,screen,0,screen,phonetic categorization,dill,dill_5.wav,,,dill,din,,,,expo-10ms,5,,4,labeled,,,234,,exposure,A,A,5,8.94427190999916,d-right,d,
894,1784153327420,15/07/2026 22:08:47,1784153327420,-7,15/07/2026 15:08:47,269901,13,task-pkec,repeat-7r7d#1,57237405,,16361732,,complete,,,computer,Desktop or Laptop,Mac OS 10.15,Firefox 150.0,1470x956,1470x810,,,0,Phonetic categorization,25,full_List_10,pass,$${overridespreadsheet},full_List_10,122,phonetic categorization,fixation,99n54d,1,response,,,500,500,500,500,500,500,0,0,0,,Time Limit,screen,0,screen,phonetic categorization,rare,rare.wav,,,rare,flare,,,,expo-10ms,,,4,,,,234,,catch,A,A,,,d-right,,
895,1784153327909,15/07/2026 22:08:47,1784153327909,-7,15/07/2026 15:08:47,269901,13,task-pkec,repeat-7r7d#1,57237405,,16361732,,complete,,,computer,Desktop or Laptop,Mac OS 10.15,Firefox 150.0,1470x956,1470x810,,,0,Phonetic categorization,25,full_List_10,pass,$${overridespreadsheet},full_List_10,122,phonetic categorization,show option,yef3xk,2,response,,,492.6800000000512,492.6800000000512,492.6800000000512,492.6800000000512,492.6800000000512,492.6800000000512,1,0,0,,Time Limit,screen,0,screen,phonetic categorization,rare,rare.wav,,,rare,flare,,,,expo-10ms,,,4,,,,234,,catch,A,A,,,d-right,,
896,1784153327911,15/07/2026 22:08:47,1784153327911,-7,15/07/2026 15:08:47,269901,13,task-pkec,repeat-7r7d#1,57237405,,16361732,,complete,,,computer,Desktop or Laptop,Mac OS 10.15,Firefox 150.0,1470x956,1470x810,,,0,Phonetic categorization,25,full_List_10,pass,$${overridespreadsheet},full_List_10,122,phonetic categorization,soundplay,x8jhtp,3,info,audio started,,1.8199999999487773,0,1.8199999999487773,1.8199999999487773,0,1.8199999999487773,0,0,0,,Audio Clip,Audio,1,object-207,phonetic categorization,rare,rare.wav,,,rare,flare,,,,expo-10ms,,,4,,,,234,,catch,A,A,,,d-right,,
897,1784153328367,15/07/2026 22:08:48,1784153328367,-7,15/07/2026 15:08:48,269901,13,task-pkec,repeat-7r7d#1,57237405,,16361732,,complete,,,computer,Desktop or Laptop,Mac OS 10.15,Firefox 150.0,1470x956,1470x810,,,0,Phonetic categorization,25,full_List_10,pass,$${overridespreadsheet},full_List_10,122,phonetic categorization,soundplay,x8jhtp,3,info,audio finished,,457.8199999999488,450,457.8199999999488,457.8199999999488,450,457.8199999999488,0,0,0,,Audio Clip,Audio,1,object-207,phonetic categorization,rare,rare.wav,,,rare,flare,,,,expo-10ms,,,4,,,,234,,catch,A,A,,,d-right,,
898,1784153328368,15/07/2026 22:08:48,1784153328368,-7,15/07/2026 15:08:48,269901,13,task-pkec,repeat-7r7d#1,57237405,,16361732,,complete,,,computer,Desktop or Laptop,Mac OS 10.15,Firefox 150.0,1470x956,1470x810,,,0,Phonetic categorization,25,full_List_10,pass,$${overridespreadsheet},full_List_10,122,phonetic categorization,soundplay,x8jhtp,3,continue,,,458.8199999999488,450,458.8199999999488,458.8199999999488,450,458.8199999999488,0,0,0,,Audio Clip,Audio,1,object-207,phonetic categorization,rare,rare.wav,,,rare,flare,,,,expo-10ms,,,4,,,,234,,catch,A,A,,,d-right,,
899,1784153328697,15/07/2026 22:08:48,1784153328697,-7,15/07/2026 15:08:48,269901,13,task-pkec,repeat-7r7d#1,57237405,,16361732,,complete,,,computer,Desktop or Laptop,Mac OS 10.15,Firefox 150.0,1470x956,1470x810,,,0,Phonetic categorization,25,full_List_10,pass,$${overridespreadsheet},full_List_10,122,phonetic categorization,2AFC,6i7z8o,4,response,rare,,336.8199999999488,333.3399999999674,336.8199999999488,336.8199999999488,333.3399999999674,336.8199999999488,1,0,0,,Keyboard Response,Keyboard Response,1,object-119,phonetic categorization,rare,rare.wav,,,rare,flare,,,,expo-10ms,,,4,,,,234,,catch,A,A,,,d-right,,
900,1784153329895,15/07/2026 22:08:49,1784153329895,-7,15/07/2026 15:08:49,269901,13,task-pkec,repeat-7r7d#1,57237405,,16361732,,complete,,,computer,Desktop or Laptop,Mac OS 10.15,Firefox 150.0,1470x956,1470x810,,,0,Phonetic categorization,25,full_List_10,pass,$${overridespreadsheet},full_List_10,122,phonetic categorization,1.2 second pause,dp6plq,5,timedOut,,,1203.4799999999814,1200,1203.4799999999814,1203.4799999999814,1200,1203.4799999999814,1,0,0,,Time Limit,screen,0,screen,phonetic categorization,rare,rare.wav,,,rare,flare,,,,expo-10ms,,,4,,,,234,,catch,A,A,,,d-right,,
901,1784153330395,15/07/2026 22:08:50,1784153330395,-7,15/07/2026 15:08:50,269901,13,task-pkec,repeat-7r7d#1,57237405,,16361732,,complete,,,computer,Desktop or Laptop,Mac OS 10.15,Firefox 150.0,1470x956,1470x810,,,0,Phonetic categorization,25,full_List_10,pass,$${overridespreadsheet},full_List_10,123,phonetic categorization,fixation,99n54d,1,response,,,500,500,500,500,500,500,0,0,0,,Time Limit,screen,0,screen,phonetic categorization,dip,dip_0.wav,,,din,dip,,,,expo-10ms,0,,4,labeled,,,234,,exposure,A,A,5,8.94427190999916,d-right,d,
902,1784153330896,15/07/2026 22:08:50,1784153330896,-7,15/07/2026 15:08:50,269901,13,task-pkec,repeat-7r7d#1,57237405,,16361732,,complete,,,computer,Desktop or Laptop,Mac OS 10.15,Firefox 150.0,1470x956,1470x810,,,0,Phonetic categorization,25,full_List_10,pass,$${overridespreadsheet},full_List_10,123,phonetic categorization,show option,yef3xk,2,response,,,500,500,500,500,500,500,1,0,0,,Time Limit,screen,0,screen,phonetic categorization,dip,dip_0.wav,,,din,dip,,,,expo-10ms,0,,4,labeled,,,234,,exposure,A,A,5,8.94427190999916,d-right,d,
903,1784153330902,15/07/2026 22:08:50,1784153330902,-7,15/07/2026 15:08:50,269901,13,task-pkec,repeat-7r7d#1,57237405,,16361732,,complete,,,computer,Desktop or Laptop,Mac OS 10.15,Firefox 150.0,1470x956,1470x810,,,0,Phonetic categorization,25,full_List_10,pass,$${overridespreadsheet},full_List_10,123,phonetic categorization,soundplay,x8jhtp,3,info,audio started,,9.479999999981374,0,9.479999999981374,9.479999999981374,0,9.479999999981374,0,0,0,,Audio Clip,Audio,1,object-207,phonetic categorization,dip,dip_0.wav,,,din,dip,,,,expo-10ms,0,,4,labeled,,,234,,exposure,A,A,5,8.94427190999916,d-right,d,
904,1784153331302,15/07/2026 22:08:51,1784153331302,-7,15/07/2026 15:08:51,269901,13,task-pkec,repeat-7r7d#1,57237405,,16361732,,complete,,,computer,Desktop or Laptop,Mac OS 10.15,Firefox 150.0,1470x956,1470x810,,,0,Phonetic categorization,25,full_List_10,pass,$${overridespreadsheet},full_List_10,123,phonetic categorization,soundplay,x8jhtp,3,info,audio finished,,409.4799999999814,400,409.4799999999814,409.4799999999814,400,409.4799999999814,0,0,0,,Audio Clip,Audio,1,object-207,phonetic categorization,dip,dip_0.wav,,,din,dip,,,,expo-10ms,0,,4,labeled,,,234,,exposure,A,A,5,8.94427190999916,d-right,d,
905,1784153331303,15/07/2026 22:08:51,1784153331303,-7,15/07/2026 15:08:51,269901,13,task-pkec,repeat-7r7d#1,57237405,,16361732,,complete,,,computer,Desktop or Laptop,Mac OS 10.15,Firefox 150.0,1470x956,1470x810,,,0,Phonetic categorization,25,full_List_10,pass,$${overridespreadsheet},full_List_10,123,phonetic categorization,soundplay,x8jhtp,3,continue,,,410.4799999999814,400,410.4799999999814,410.4799999999814,400,410.4799999999814,0,0,0,,Audio Clip,Audio,1,object-207,phonetic categorization,dip,dip_0.wav,,,din,dip,,,,expo-10ms,0,,4,labeled,,,234,,exposure,A,A,5,8.94427190999916,d-right,d,
906,1784153331629,15/07/2026 22:08:51,1784153331629,-7,15/07/2026 15:08:51,269901,13,task-pkec,repeat-7r7d#1,57237405,,16361732,,complete,,,computer,Desktop or Laptop,Mac OS 10.15,Firefox 150.0,1470x956,1470x810,,,0,Phonetic categorization,25,full_List_10,pass,$${overridespreadsheet},full_List_10,123,phonetic categorization,2AFC,6i7z8o,4,response,dip,,333.3200000000652,316.6600000000326,333.3200000000652,333.3200000000652,316.6600000000326,333.3200000000652,1,0,0,,Keyboard Response,Keyboard Response,1,object-119,phonetic categorization,dip,dip_0.wav,,,din,dip,,,,expo-10ms,0,,4,labeled,,,234,,exposure,A,A,5,8.94427190999916,d-right,d,
907,1784153332813,15/07/2026 22:08:52,1784153332813,-7,15/07/2026 15:08:52,269901,13,task-pkec,repeat-7r7d#1,57237405,,16361732,,complete,,,computer,Desktop or Laptop,Mac OS 10.15,Firefox 150.0,1470x956,1470x810,,,0,Phonetic categorization,25,full_List_10,pass,$${overridespreadsheet},full_List_10,123,phonetic categorization,1.2 second pause,dp6plq,5,timedOut,,,1203.8199999999488,1200,1203.8199999999488,1203.8199999999488,1200,1203.8199999999488,1,0,0,,Time Limit,screen,0,screen,phonetic categorization,dip,dip_0.wav,,,din,dip,,,,expo-10ms,0,,4,labeled,,,234,,exposure,A,A,5,8.94427190999916,d-right,d,
908,1784153333311,15/07/2026 22:08:53,1784153333311,-7,15/07/2026 15:08:53,269901,13,task-pkec,repeat-7r7d#1,57237405,,16361732,,complete,,,computer,Desktop or Laptop,Mac OS 10.15,Firefox 150.0,1470x956,1470x810,,,0,Phonetic categorization,25,full_List_10,pass,$${overridespreadsheet},full_List_10,124,phonetic categorization,fixation,99n54d,1,response,,,500,500,500,500,500,500,0,0,0,,Time Limit,screen,0,screen,phonetic categorization,tin,din_55.wav,,,tin,din,,,,expo-10ms,55,,4,unlabeled,,,234,,exposure,A,A,50,16.431676725155,d-right,t,
909,1784153333812,15/07/2026 22:08:53,1784153333812,-7,15/07/2026 15:08:53,269901,13,task-pkec,repeat-7r7d#1,57237405,,16361732,,complete,,,computer,Desktop or Laptop,Mac OS 10.15,Firefox 150.0,1470x956,1470x810,,,0,Phonetic categorization,25,full_List_10,pass,$${overridespreadsheet},full_List_10,124,phonetic categorization,show option,yef3xk,2,response,,,500,500,500,500,500,500,1,0,0,,Time Limit,screen,0,screen,phonetic categorization,tin,din_55.wav,,,tin,din,,,,expo-10ms,55,,4,unlabeled,,,234,,exposure,A,A,50,16.431676725155,d-right,t,
910,1784153333819,15/07/2026 22:08:53,1784153333819,-7,15/07/2026 15:08:53,269901,13,task-pkec,repeat-7r7d#1,57237405,,16361732,,complete,,,computer,Desktop or Laptop,Mac OS 10.15,Firefox 150.0,1470x956,1470x810,,,0,Phonetic categorization,25,full_List_10,pass,$${overridespreadsheet},full_List_10,124,phonetic categorization,soundplay,x8jhtp,3,info,audio started,,10.819999999948777,0,10.819999999948777,10.819999999948777,0,10.819999999948777,0,0,0,,Audio Clip,Audio,1,object-207,phonetic categorization,tin,din_55.wav,,,tin,din,,,,expo-10ms,55,,4,unlabeled,,,234,,exposure,A,A,50,16.431676725155,d-right,t,
911,1784153334183,15/07/2026 22:08:54,1784153334183,-7,15/07/2026 15:08:54,269901,13,task-pkec,repeat-7r7d#1,57237405,,16361732,,complete,,,computer,Desktop or Laptop,Mac OS 10.15,Firefox 150.0,1470x956,1470x810,,,0,Phonetic categorization,25,full_List_10,pass,$${overridespreadsheet},full_List_10,124,phonetic categorization,soundplay,x8jhtp,3,info,audio finished,,374.8199999999488,366.6799999999348,374.8199999999488,374.8199999999488,366.6799999999348,374.8199999999488,0,0,0,,Audio Clip,Audio,1,object-207,phonetic categorization,tin,din_55.wav,,,tin,din,,,,expo-10ms,55,,4,unlabeled,,,234,,exposure,A,A,50,16.431676725155,d-right,t,
912,1784153334183,15/07/2026 22:08:54,1784153334183,-7,15/07/2026 15:08:54,269901,13,task-pkec,repeat-7r7d#1,57237405,,16361732,,complete,,,computer,Desktop or Laptop,Mac OS 10.15,Firefox 150.0,1470x956,1470x810,,,0,Phonetic categorization,25,full_List_10,pass,$${overridespreadsheet},full_List_10,124,phonetic categorization,soundplay,x8jhtp,3,continue,,,375.8199999999488,366.6799999999348,375.8199999999488,375.8199999999488,366.6799999999348,375.8199999999488,0,0,0,,Audio Clip,Audio,1,object-207,phonetic categorization,tin,din_55.wav,,,tin,din,,,,expo-10ms,55,,4,unlabeled,,,234,,exposure,A,A,50,16.431676725155,d-right,t,
913,1784153334554,15/07/2026 22:08:54,1784153334554,-7,15/07/2026 15:08:54,269901,13,task-pkec,repeat-7r7d#1,57237405,,16361732,,complete,,,computer,Desktop or Laptop,Mac OS 10.15,Firefox 150.0,1470x956,1470x810,,,0,Phonetic categorization,25,full_List_10,pass,$${overridespreadsheet},full_List_10,124,phonetic categorization,2AFC,6i7z8o,4,response,tin,,378.14000000001397,366.6600000000326,378.14000000001397,378.14000000001397,366.6600000000326,378.14000000001397,1,0,0,,Keyboard Response,Keyboard Response,1,object-119,phonetic categorization,tin,din_55.wav,,,tin,din,,,,expo-10ms,55,,4,unlabeled,,,234,,exposure,A,A,50,16.431676725155,d-right,t,
914,1784153335746,15/07/2026 22:08:55,1784153335746,-7,15/07/2026 15:08:55,269901,13,task-pkec,repeat-7r7d#1,57237405,,16361732,,complete,,,computer,Desktop or Laptop,Mac OS 10.15,Firefox 150.0,1470x956,1470x810,,,0,Phonetic categorization,25,full_List_10,pass,$${overridespreadsheet},full_List_10,124,phonetic categorization,1.2 second pause,dp6plq,5,timedOut,,,1203.4799999999814,1200,1203.4799999999814,1203.4799999999814,1200,1203.4799999999814,1,0,0,,Time Limit,screen,0,screen,phonetic categorization,tin,din_55.wav,,,tin,din,,,,expo-10ms,55,,4,unlabeled,,,234,,exposure,A,A,50,16.431676725155,d-right,t,
915,1784153336245,15/07/2026 22:08:56,1784153336245,-7,15/07/2026 15:08:56,269901,13,task-pkec,repeat-7r7d#1,57237405,,16361732,,complete,,,computer,Desktop or Laptop,Mac OS 10.15,Firefox 150.0,1470x956,1470x810,,,0,Phonetic categorization,25,full_List_10,pass,$${overridespreadsheet},full_List_10,125,phonetic categorization,fixation,99n54d,1,response,,,500,500,500,500,500,500,0,0,0,,Time Limit,screen,0,screen,phonetic categorization,tin,din_50.wav,,,tin,din,,,,expo-10ms,50,,4,unlabeled,,,234,,exposure,A,A,50,16.431676725155,d-right,t,
916,1784153336745,15/07/2026 22:08:56,1784153336745,-7,15/07/2026 15:08:56,269901,13,task-pkec,repeat-7r7d#1,57237405,,16361732,,complete,,,computer,Desktop or Laptop,Mac OS 10.15,Firefox 150.0,1470x956,1470x810,,,0,Phonetic categorization,25,full_List_10,pass,$${overridespreadsheet},full_List_10,125,phonetic categorization,show option,yef3xk,2,response,,,500,500,500,500,500,500,1,0,0,,Time Limit,screen,0,screen,phonetic categorization,tin,din_50.wav,,,tin,din,,,,expo-10ms,50,,4,unlabeled,,,234,,exposure,A,A,50,16.431676725155,d-right,t,
917,1784153336751,15/07/2026 22:08:56,1784153336751,-7,15/07/2026 15:08:56,269901,13,task-pkec,repeat-7r7d#1,57237405,,16361732,,complete,,,computer,Desktop or Laptop,Mac OS 10.15,Firefox 150.0,1470x956,1470x810,,,0,Phonetic categorization,25,full_List_10,pass,$${overridespreadsheet},full_List_10,125,phonetic categorization,soundplay,x8jhtp,3,info,audio started,,9.479999999981374,0,9.479999999981374,9.479999999981374,0,9.479999999981374,0,0,0,,Audio Clip,Audio,1,object-207,phonetic categorization,tin,din_50.wav,,,tin,din,,,,expo-10ms,50,,4,unlabeled,,,234,,exposure,A,A,50,16.431676725155,d-right,t,
918,1784153337112,15/07/2026 22:08:57,1784153337112,-7,15/07/2026 15:08:57,269901,13,task-pkec,repeat-7r7d#1,57237405,,16361732,,complete,,,computer,Desktop or Laptop,Mac OS 10.15,Firefox 150.0,1470x956,1470x810,,,0,Phonetic categorization,25,full_List_10,pass,$${overridespreadsheet},full_List_10,125,phonetic categorization,soundplay,x8jhtp,3,info,audio finished,,370.4799999999814,366.4799999999814,370.4799999999814,370.4799999999814,366.4799999999814,370.4799999999814,0,0,0,,Audio Clip,Audio,1,object-207,phonetic categorization,tin,din_50.wav,,,tin,din,,,,expo-10ms,50,,4,unlabeled,,,234,,exposure,A,A,50,16.431676725155,d-right,t,
919,1784153337113,15/07/2026 22:08:57,1784153337113,-7,15/07/2026 15:08:57,269901,13,task-pkec,repeat-7r7d#1,57237405,,16361732,,complete,,,computer,Desktop or Laptop,Mac OS 10.15,Firefox 150.0,1470x956,1470x810,,,0,Phonetic categorization,25,full_List_10,pass,$${overridespreadsheet},full_List_10,125,phonetic categorization,soundplay,x8jhtp,3,continue,,,371.4799999999814,366.4799999999814,371.4799999999814,371.4799999999814,366.4799999999814,371.4799999999814,0,0,0,,Audio Clip,Audio,1,object-207,phonetic categorization,tin,din_50.wav,,,tin,din,,,,expo-10ms,50,,4,unlabeled,,,234,,exposure,A,A,50,16.431676725155,d-right,t,
920,1784153337372,15/07/2026 22:08:57,1784153337372,-7,15/07/2026 15:08:57,269901,13,task-pkec,repeat-7r7d#1,57237405,,16361732,,complete,,,computer,Desktop or Laptop,Mac OS 10.15,Firefox 150.0,1470x956,1470x810,,,0,Phonetic categorization,25,full_List_10,pass,$${overridespreadsheet},full_List_10,125,phonetic categorization,2AFC,6i7z8o,4,response,tin,,263,250.18000000005122,263,263,250.18000000005122,263,1,0,0,,Keyboard Response,Keyboard Response,1,object-119,phonetic categorization,tin,din_50.wav,,,tin,din,,,,expo-10ms,50,,4,unlabeled,,,234,,exposure,A,A,50,16.431676725155,d-right,t,
